,Unnamed: 0,ISIN,sector,name,price_per_share,currency
0,0,CA42249X1006,Biotechnology,HEALWELL AI  CL.A SUB.VTG,0.916,EUR
1,0,CNE100000296,Electrics,BYD,44.25,EUR
2,0,US29786A1060,Consumer Goods,"ETSY INC.         DL-,001",41.625,EUR
3,0,US64110L1061,Internet & Software,"NETFLIX INC.      DL-,001",1013.8,EUR
4,0,IE000XZSV718,SP500,SSGA SPDR ETFs Europe I plc - SPDR S&P 500 UCITS ETF USD Unhedged (Acc),12.259,EUR
5,0,US67066G1040,Electronics,"NVIDIA CORP.      DL-,001",103.46,EUR
6,0,US88160R1014,Vehicles,"TESLA INC. DL -,001",265.35,EUR
7,0,US8334451098,Internet & Software,"SNOWFLAKE INC. A DL-,0001",154.62,EUR
8,0,US8740391003,Electronics,TAIWAN SEMICON.MANU.ADR/5,156.6,EUR
9,0,NL00150002Q7,Pharmaceuticals & Cosmetics,VIVORYON THERAPEUTICS,1.724,EUR
10,0,XF000DOT0011,Web3,Polkadot,4.47836,EUR
11,0,DE000CBK1001,Banking & Finance,COMMERZBANK AG,25.23,EUR
12,0,KYG9830T1067,Computers & Network,XIAOMI CORP. CL.B,5.915,EUR
13,0,CA02377G2045,Electronics,AMERICAN AIRES INC. NEW,0.099,EUR
14,0,CA60255C8850,Health Care,MIND MEDICINE (MINDMED),5.415,EUR
15,0,US5949181045,Internet & Software,"MICROSOFT    DL-,00000625",389.15,EUR
17,0,CA1380357048,Health Care,CANOPY GROWTH,1.15,EUR
18,0,DE0005140008,Banking & Finance,DEUTSCHE BANK AG NA O.N.,24.22,EUR
19,0,CA22717L1013,Pharmaceuticals & Cosmetics,CRONOS GRP INC.,1.73,EUR
20,0,IE00B4L5Y983,Large/Mid Caps,iShares III plc - iShares Core MSCI World UCITS ETF USD (Acc),96.296,EUR
21,0,KYG982AW1003,Machinery,"XPENG INC. CL.A DL-,00001",8.625,EUR
22,0,IE00BM67HT60,Computers & Network,Xtrackers (IE) Plc - Xtrackers MSCI World Information Technology UCITS ETF 1C,78.88,EUR
23,0,DE0007030009,Machinery,RHEINMETALL AG,1694.5,EUR
24,0,US70450Y1038,Banking & Finance,"PAYPAL HDGS INC.DL-,0001",62.43,EUR
25,0,DE0008404005,Insurance,ALLIANZ AG VNA O.N.,362.9,EUR
26,0,US83444M1018,Health Care,"SOLVENTUM CORP. DL0,01",62.4,EUR
27,0,US1331311027,Real Estate,"CAMDEN PTY TR. SBI DL-,01",104.0,EUR
28,0,DK0010244508,Machinery,A.P. MOELLER - MAERSK,1520.0,EUR
29,0,US5184391044,Pharmaceuticals & Cosmetics,"ESTEE LAUDER COS A DL-,01",53.6,EUR
31,0,US12541W2098,Transportation,C.H. ROB. WORLDWIDE NEW,79.0,EUR
32,0,US88579Y1010,Consumer Goods,"3M CO. DL-,50",126.52,EUR
33,0,US29476L1070,Real Estate,"EQUITY RESI. SBI   DL-,01",62.0,EUR
34,0,KYG9828G1082,Constructions & Material,"XINYI GLASS HLDGS HD,- 10",0.843,EUR
35,0,DE000WACK012,Machinery,WACKER NEUSON SE NA O.N.,23.7,EUR
36,0,DE000A161408,Food,HELLOFRESH SE  INH O.N.,9.808,EUR
37,0,US0921131092,Machinery,BLACK HILLS CORP.,51.84,EUR
38,0,MHY1771G1026,Services,"COSTAMARE INC.   DL-,0001",6.83,EUR
39,0,GB00B1VNSX38,Energy & Water,"DRAX GROUP    LS-,1155172",7.27,EUR
40,0,MHY1968P1218,Transportation,"DANAOS CORP.     DL -,01",73.65,EUR
41,0,ES0125220311,Constructions & Material,ACCIONA SA INH.    EO 1,125.7,EUR
42,0,IT0003492391,Electrics,DIASORIN,95.32,EUR
43,0,HK0144000764,Transportation,CHINA MERCHANTS HOLDINGS INTERNAT. CO.,1.456,EUR
44,0,NL00150001Q9,Vehicles,"STELLANTIS NV     EO -,01",8.718,EUR
45,0,US98980F1049,Internet & Software,"ZOOMINFO TECHNS    DL-,01",8.2,EUR
46,0,US29414B1044,Internet & Software,EPAM SYSTEMS INC.,156.45,EUR
47,0,US81211K1007,Consumer Goods,"SEALED AIR CORP.   DL-,10",26.8,EUR
48,0,US1266501006,Consumer Goods,"CVS HEALTH CORP.   DL-,01",59.42,EUR
49,0,FR0000053381,Services,"DERICHEBOURG S.A. EO -,25",6.24,EUR
50,0,GB00BJDQQ870,Retail & Stores,"WATCH.O.SWITZ.GR.LS-,0125",4.34,EUR
51,0,CA67077M1086,Chemistry,NUTRIEN LTD,49.26,EUR
52,0,US0905722072,Health Care,"BIO-RAD LABORATORIES INC. REG. SHARES CLASS A DL-,",210.8,EUR
53,0,US00760J1088,Electronics,"AEHR TEST SYSTEMS  DL-,01",7.506,EUR
54,0,US1101221083,Pharmaceuticals & Cosmetics,BRISTOL-MYERS SQUIBBDL-10,41.29,EUR
55,0,US98980L1017,Telecommunication,"ZOOM COMMUNIC. A DL -,001",72.35,EUR
56,0,IL0011595993,Health Care,"INMODE LTD      IS -,01",12.595,EUR
57,0,IL0011582033,Services,FIVERR INTERNATIONAL LTD,26.66,EUR
58,0,SE0000163628,Health Care,ELEKTA,4.556,EUR
59,0,US57060D1081,Banking & Finance,MARKETAXESS HOLDINGS INC.,203.9,EUR
60,0,US5500211090,Textiles & Clothing,LULULEMON ATHLETICA INC.,247.95,EUR
61,0,US29355A1079,Energy & Water,ENPHASE ENERGY,45.01,EUR
62,0,US9224751084,Health Care,VEEVA,210.3,EUR
63,0,LU0974299876,Internet & Software,"GLOBANT SA NOM.   DL 1,20",113.6,EUR
64,0,US45784P1012,Health Care,"INSULET CORP.    DL -,001",274.6,EUR
65,0,US98138H1014,Internet & Software,"WORKDAY INC.CL.A  DL-,001",228.65,EUR
66,0,US06417N1037,Banking & Finance,"BANK OZK           DL-,01",39.38,EUR
67,0,IE00BK5BQT80,Global,Vanguard Funds PLC - Vanguard FTSE All-World UCITS ETF (USD) Accumulating,125.02,EUR
68,0,IE00B6R52259,Large/Mid Caps,iShares V plc - iShares MSCI ACWI UCITS ETF USD (Acc),79.82,EUR
69,0,XF000XRP0018,Payments,XRP,2.125387,EUR
70,0,US71948P2092,Internet & Software,PHUNWARE INC.  NEW O.N.,2.647,EUR
71,0,DE000A0JL9W6,Oil & Gas,VERBIO SE INH O.N.,10.27,EUR
72,0,FR001400PDG8,Environment & Recycling,EUROPLASMA           EO 1,0.012,EUR
73,0,IE00BGV5VN51,Computers & Network,Xtrackers (IE) Plc - Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C 1C,123.54,EUR
74,0,XF000BTC0017,Payments,Bitcoin,91797.39,EUR
75,0,LU1681048804,Across Different Sectors,Amundi Index Solutions - Amundi S&P 500 UCITS ETF - EUR (C),99.24,EUR
76,0,XF000ETH0019,DeFi,Ethereum,2133.18,EUR
77,0,US81141R1005,Telecommunication,SEA LTD CL.A(ADR)/1,122.5,EUR
78,0,US18452B2097,Banking & Finance,"CLEANSPARK INC.  DL-,001",8.15,EUR
79,0,CA2477541049,Alcohol & Tobacco,DELTA 9 CANNABIS,0.002,EUR
80,0,US5949724083,Internet & Software,MICROSTRATEG.A NEW DL-001,368.0,EUR
81,0,CA05156X8504,Pharmaceuticals & Cosmetics,AURORA CANNABIS,4.28,EUR
82,0,XF000LINK010,DeFi,Chainlink,14.4483,EUR
83,0,US36467W1099,Consumer Goods,GAMESTOP CORP. A,24.435,EUR
84,0,US42824C1099,Internet & Software,HEWLETT PACKARD ENTERPRISE,15.006,EUR
85,0,DE000PAG9113,Vehicles,DR.ING.H.C.F.PORSCHE VZOI,46.94,EUR
86,0,US79466L3024,Internet & Software,"SALESFORCE.COM    DL-,001",244.65,EUR
87,0,US24703L2025,Consumer Goods,"DELL TECHS INC. C  DL-,01",85.2,EUR
88,0,IE00B27YCN58,Large/Mid Caps,iShares II plc - iShares MSCI World Islamic UCITS ETF USD (Dist),43.155,EUR
89,0,US69608A1088,Internet & Software,PALANTIR TECHNOLOGIES INC,104.06,EUR
90,0,NO0010196140,Transportation,"NORWEGIAN AIR SHUT.NK-,10",1.1715,EUR
91,0,IE00B5BMR087,Large Caps,iShares VII plc - iShares Core S&P 500 UCITS ETF USD (Acc),535.58,EUR
92,0,US0378331005,Computers & Network,APPLE INC.,176.26,EUR
93,0,IE00BKM4GZ66,Large/Mid/Small Caps,iShares plc - iShares Core MSCI EM IMI UCITS ETF USD (Acc),32.085,EUR
94,0,XF000SOL0012,Payments,Solana,151.1,EUR
95,0,LU1681049018,Across Different Sectors,Amundi Index Solutions - Amundi S&P 500 UCITS ETF - USD (C),98.56,EUR
96,0,LU1861132840,Computers & Network,Amundi Index Solutions - Amundi MSCI Robotics & AI UCITS ETF Acc,92.34,EUR
97,0,LU0274209237,Large/Mid/Small Caps,Xtrackers - Xtrackers MSCI Europe UCITS ETF 1C,96.3,EUR
98,0,IE00B1XNHC34,Energy & Water,iShares II plc - iShares Global Clean Energy Transition UCITS ETF USD (Dist),6.18,EUR
99,0,DE000ENER6Y0,Energy & Water,SIEMENS ENERGY AG NA O.N.,74.9,EUR
100,0,IE00BYX2JD69,Large/Mid Caps,iShares IV plc - iShares MSCI World SRI UCITS ETF EUR (Acc),10.956,EUR
101,0,IE00B3WJKG14,Computers & Network,iShares V plc - iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),27.58,EUR
102,0,LU0908500753,Large/Mid/Small Caps,Amundi Index Solutions - Amundi Stoxx Europe 600 UCITS ETF Acc,255.35,EUR
103,0,IE00B4ND3602,Raw Materials,iShares Physical Gold ETC,57.35,EUR
104,0,LU1681045370,Large/Mid/Small Caps,Amundi Index Solutions - Amundi MSCI Emerging Markets UCITS ETF - EUR (C),5.0904,EUR
105,0,LU1681038672,Across Different Sectors,Amundi Index Solutions - Amundi Russell 2000 UCITS ETF - EUR (C),266.5,EUR
106,0,LU1681038243,Telecommunication,Amundi Index Solutions - Amundi NASDAQ-100 UCITS ETF - EUR (C),203.15,EUR
107,0,FI0009013403,Machinery,KONE,54.16,EUR
108,0,IE00BTN1Y115,Health Care,"MEDTRONIC PLC    DL-,0001",74.41,EUR
109,0,US92826C8394,Banking & Finance,VISA,313.35,EUR
110,0,US1667641005,Oil & Gas,CHEVRON,123.24,EUR
111,0,DE0001104891,Government Bonds,BUND SCHATZANW. 22/24,99.73,EUR
112,0,DK0010219153,Constructions & Material,ROCKWOOL INTERNATIONAL A/S,334.2,EUR
113,0,CA33583M1077,Mining,FIRST NORDIC M. CORP.,0.282,EUR
114,0,US30303M1027,Internet & Software,"META PLATF.  A DL-,000006",526.6,EUR
115,0,IE00BM67HM91,Energy & Water,Xtrackers (IE) Plc - Xtrackers MSCI World Energy UCITS ETF 1C,42.495,EUR
116,0,US02079K1079,Internet & Software,"ALPHABET INC.CL.C DL-,001",137.16,EUR
117,0,LU1778762911,Services,SPOTIFY TECH. S.A.  EUR 1,575.9,EUR
118,0,DE0005190037,Vehicles,BAY.MOTOREN WERKE  VZO,75.6,EUR
119,0,DE0005557508,Telecommunication,DT.TELEKOM AG NA,32.22,EUR
120,0,IE00B3RBWM25,Global,Vanguard Funds PLC - Vanguard FTSE All-World UCITS ETF (USD) Distributing,123.22,EUR
121,0,IE00BM67HW99,Large Caps,Xtrackers (IE) Plc - Xtrackers S&P 500 UCITS ETF 1C - EUR Hedged,80.234,EUR
122,0,JE00BRX98089,Banking & Finance,CVC CAP. PART. GBP  O.N.,15.86,EUR
123,0,FR001400CF13,Environment & Recycling,"EUROPLASMA       EO 1,-",0.0003,EUR
124,0,DE0005493092,Germany,BORUSSIA DORTMUND,3.26,EUR
125,0,US74762E1029,Constructions & Material,"QUANTA SVCS     DL-,00001",287.5,EUR
126,0,DE0006599905,Pharmaceuticals & Cosmetics,MERCK KGAA O.N.,122.65,EUR
127,0,KYG017191142,Consumer Goods,ALIBABA GROUP HLDG LTD,13.948,EUR
128,0,NO0013219535,Energy & Water,"CAVENDISH HYDROGEN NK-,20",1.276,EUR
129,0,IE00BJ0KDQ92,Large/Mid Caps,Xtrackers (IE) Plc - Xtrackers MSCI World UCITS ETF 1C,105.285,EUR
130,0,SE0015988019,Constructions & Material,NIBE INDUSTRIER B,4.067,EUR
131,0,IE00B4NCWG09,Raw Materials,iShares Physical Silver ETC,27.687,EUR
132,0,IE00BGV5VR99,Transportation,Xtrackers (IE) Plc - Xtrackers Future Mobility UCITS ETF 1C 1C,83.85,EUR
133,0,IE00BMC38736,Electronics,VanEck UCITS ETFs plc - VanEck Semiconductor UCITS ETF,33.75,EUR
134,0,IE00BYWQWR46,Internet & Software,VanEck UCITS ETFs plc - VanEck Video Gaming and eSports UCITS ETF,55.04,EUR
135,0,LU1781541179,Large/Mid Caps,MULTI UNITS LUXEMBOURG - Amundi MSCI World V UCITS ETF Acc,19.607,EUR
136,0,IE00B0M62Q58,Large/Mid Caps,iShares plc - iShares MSCI World UCITS ETF USD (Dist),70.386,EUR
137,0,LU2611732046,DAX,Amundi Index Solutions - Amundi DAX UCITS ETF Dist,179.62,EUR
138,0,GB00BZ15CS02,Internet & Software,"ARGO BLOCKCHAIN LS -,001",0.0285,EUR
139,0,IE00BJ5JNY98,Internet & Software,iShares V plc - iShares MSCI World Information Technology Sector ESG UCITS ETF USD (Dist),11.708,EUR
140,0,LU2089238203,Large/Mid Caps,Amundi Index Solutions - Amundi Prime Global UCITS ETF DR (C),32.01,EUR
141,0,LU2300295123,Global,Amundi Index Solutions - Amundi Prime Emerging Markets UCITS ETF DR (C),17.432,EUR
142,0,LU0533033667,Internet & Software,MULTI UNITS LUXEMBOURG - Amundi MSCI World Information Technology UCITS ETF EUR Acc,750.7,EUR
144,0,US0231351067,Internet & Software,"AMAZON.COM INC.    DL-,01",171.68,EUR
145,0,US00724F1012,Internet & Software,ADOBE INC.,340.8,EUR
146,0,US90353T1007,Internet & Software,"UBER TECH.      DL-,00001",73.62,EUR
147,0,US92686J1060,Biotechnology,"VIKING THERAPEUT.DL -,005",24.35,EUR
148,0,XF000AMP0010,DeFi,Amp,0.00388695,EUR
149,0,XF000HBAR015,NFT,Hedera Hashgraph,0.1814973,EUR
150,0,KYG875721634,Internet & Software,TENCENT HLDG. LTD,56.94,EUR
151,0,US60937P1066,Internet & Software,MONGODB INC. CL.A,157.52,EUR
152,0,US1273871087,Electronics,"CADENCE DESIGN SYS DL-,01",270.85,EUR
153,0,DE0007164600,Internet & Software,SAP SE,261.35,EUR
154,0,US02079K3059,Internet & Software,"ALPHABET INC.CL.A DL-,001",135.74,EUR
155,0,JE00BM9HZ112,Chemistry,ARCADIUM LITHIUM PLC ON,5.45,EUR
156,0,CA15135U1093,Energy & Water,CENOVUS ENERGY INC.,11.71,EUR
157,0,IE00B6R51Z18,Energy & Water,iShares V plc - iShares Oil & Gas Exploration & Production UCITS ETF USD (Acc),21.465,EUR
158,0,US68389X1054,Internet & Software,"ORACLE CORP.       DL-,01",133.68,EUR
159,0,CA50012K1066,Mining,KODIAK COPPER CORP.,0.254,EUR
160,0,US0311621009,Health Care,"AMGEN INC.       DL-,0001",236.55,EUR
161,0,IE00BMD8KP97,USA,Invesco Markets II plc - Invesco NASDAQ Next Generation 100 UCITS ETF Acc,31.735,EUR
162,0,DE0005909006,Constructions & Material,BILFINGER SE O.N.,76.05,EUR
163,0,DE0007856023,Holdings,ELRINGKLINGER AG NA O.N.,4.965,EUR
164,0,JP3143600009,Retail & Stores,ITOCHU,45.43,EUR
165,0,IL0010958192,Internet & Software,PERION NETWORK LTD.,8.426,EUR
166,0,DE000A0LD6E6,Health Care,GERRESHEIMER AG,60.7,EUR
167,0,LU0671493277,Small Caps,UBS (Lux) Fund Solutions - MSCI EMU Small Cap UCITS ETF (EUR) A-dis,130.3,EUR
168,0,NO0005052605,Raw Materials,NORSK HYDRO,4.878,EUR
169,0,FR0010527275,Environment & Recycling,MULTI UNITS FRANCE - Amundi MSCI Water UCITS ETF Dist,66.84,EUR
170,0,IE00BF16M727,NASDAQ,FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY - First Trust Nasdaq Cybersecurity UCITS ETF (USD) Class A Accumulation,37.64,EUR
171,0,AU000000DRO2,Internet & Software,DRONESHIELD LTD,0.735,EUR
172,0,CA0115321089,Raw Materials,ALAMOS GOLD (NEW),23.97,EUR
174,0,US0079031078,Electronics,"ADVANCED MIC.DEV.  DL-,01",91.42,EUR
175,0,US98980G1022,Internet & Software,"ZSCALER INC.      DL-,001",206.1,EUR
176,0,US6516391066,Raw Materials,"NEWMONT CORP.     DL 1,60",47.485,EUR
177,0,DE0007461006,Currency,PVA TEPLA AG O.N.,16.77,EUR
178,0,IE00BYXG2H39,Biotechnology,iShares IV plc - iShares Nasdaq US Biotechnology UCITS ETF USD (Acc),5.055,EUR
179,0,DE0005664809,Biotechnology,EVOTEC SE  INH O.N.,7.578,EUR
180,0,US00287Y1091,Pharmaceuticals & Cosmetics,"ABBVIE INC.        DL-,01",164.2,EUR
181,0,IE00BHZRR030,Asia Pacific,Franklin Templeton ICAV - Franklin FTSE Korea UCITS ETF,26.87,EUR
182,0,JP3435000009,Electrics,SONY GROUP CORP.,21.66,EUR
183,0,IE000S9YS762,Chemistry,"LINDE PLC        EO -,001",402.2,EUR
184,0,DE000A0WMPJ6,Electronics,AIXTRON SE NA O.N.,13.09,EUR
185,0,CA04058Q1054,Mining,ARIZONA SONORAN COPPER,1.25,EUR
186,0,CNE1000003X6,Insurance,PING AN INSURANCE,5.365,EUR
187,0,DE000DTR0CK8,Vehicles,DAIMLER TRUCK HLDG JGE NA,37.07,EUR
188,0,GB00BM8Q5M07,Textiles & Clothing,"JD SPORTS FASH. LS -,0005",1.01,EUR
189,0,AT0000A0E9W5,Electrics,KONTRON AG O.N,22.94,EUR
190,0,US0953061068,Vehicles,"BLUE BIRD CORP.    DL-,01",33.4,EUR
